"CURR_ID","CURR_NAME","CURR_NAME_EN","UNIV_NAME_TH","LEV_NAME_TH","TOTAL_PLAN"
"25480191106089","หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาจิตรกรรมสร้างสรรค์","Bachelor of  Fine and Applied Arts Program in Creative Painting","มหาวิทยาลัยบูรพา","ปริญญาตรี","30"
"25621226000155","หลักสูตรบริหารธุรกิจมหาบัณฑิต สาขาวิชาการจัดการ (หลักสูตรนานาชาติ)","Master of Business Administration Program in Management  (International Program)","มหาวิทยาลัยนอร์ทกรุงเทพ","ปริญญาโท","95"
"25621224000164","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการ (หลักสูตรนานาชาติ)","Bachelor of Business Administration Program in Management (International Program)","มหาวิทยาลัยนอร์ทกรุงเทพ","ปริญญาตรี","200"
"25631131100054","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจการค้าสมัยใหม่","Bachelor of Business Administration Program in Modern Business Management","มหาวิทยาลัยกรุงเทพธนบุรี","ปริญญาตรี","200"
"25581041101135","หลักสูตรบัญชีบัณฑิต","Bachelor of Accountancy Program","มหาวิทยาลัยภาคตะวันออกเฉียงเหนือ","ปริญญาตรี","50"
"25591041100923","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการท่องเที่ยว","Bachelor of Business Administration Program in Tourism","มหาวิทยาลัยภาคตะวันออกเฉียงเหนือ","ปริญญาตรี","40"
"25510151100633","หลักสูตรบริหารธุรกิจมหาบัณฑิต สาขาวิชาบริหารธุรกิจอุตสาหกรรม","Master of Business Administration Program in Industrial Business Administration","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ","ปริญญาโท","10"
"25511071107339","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการท่องเที่ยวและการโรงแรม","Bachelor of Arts Program in Tourism and Hotel","มหาวิทยาลัยวงษ์ชวลิตกุล","ปริญญาตรี","40"
"25631134000288","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจสุขภาพ","Bachelor of  Business Administration Program in Health Business Management","มหาวิทยาลัยกรุงเทพธนบุรี","ปริญญาตรี","40"
"25511071107328","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการเงินและการธนาคาร","Bachelor of Business Administration  Program in Finance and Banking","มหาวิทยาลัยวงษ์ชวลิตกุล","ปริญญาตรี","40"
"25491221106344","หลักสูตรบัญชีบัณฑิต","Bachelor of Accountancy Program","มหาวิทยาลัยนอร์ทกรุงเทพ","ปริญญาตรี","300"
"25320041100077","หลักสูตรบริหารธุรกิจมหาบัณฑิต","Master of Business Administration","มหาวิทยาลัยเชียงใหม่","ปริญญาโท","5"
"25521701102368","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์","Bachelor of  Engineering Program in Computer Engineering","มหาวิทยาลัยราชภัฏอุตรดิตถ์","ปริญญาตรี","30"
"25481701106741","หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีไฟฟ้า","Bachelor of  Technology Program in  Electrical Technology","มหาวิทยาลัยราชภัฏอุตรดิตถ์","ปริญญาตรี",""
"25480051100414","หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาออกแบบหัตถอุตสาหกรรม","Bachelor of Fine and Applied Arts Program in Industrial Crafts Design","มหาวิทยาลัยธรรมศาสตร์","ปริญญาตรี","45"
"25270021100068","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาปรัชญาและศาสนา","Bachelor of Arts Program in Philosophy and Religion","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","30"
"25520021100393","หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาภาษาศาสตร์ประยุกต์","Doctor of Philosophy Program in Applied Linguistics","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาเอก","1"
"25530021103318","หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาภาษาไทย","Doctor of Philosophy Program in Thai Language","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาเอก","15"
"25550021100914","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาตะวันออก","Bachelor of Arts Program in Eastern Languages","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","170"
"25330021100245","หลักสูตรศิลปศาสตรบัณฑิต  สาขาวิชาดนตรีไทย","Bachelor of Arts Program in Thai Music","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","30"
"25270021100081","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาวรรณคดี","Bachelor of Arts Program in Literature","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","65"
"25260021100091","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาฝรั่งเศส","Bachelor of Arts Program in French","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","25"
"25430021101337","หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาภาษาอังกฤษเพื่อการสื่อสารระหว่างประเทศ","Master of Arts Program in English for International Communication","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาโท","15"
"25270021100079","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาญี่ปุ่น","Bachelor of Arts Program in Japanese","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","25"
"25520021100459","หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชานิเทศศาสตร์และสารสนเทศ","Master of Arts Program in Communication Arts and Information","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาโท","30"
"25501501105108","หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาไทย (4 ปี)","Bachelor of Education Program in Thai Language","มหาวิทยาลัยราชภัฏพระนคร","ปริญญาตรี","30"
"25500901104606","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาคอมพิวเตอร์ธุรกิจดิจิทัล","Bachelor of Business Administration Program in Digital Business Computer","มหาวิทยาลัยธนบุรี","ปริญญาตรี","50"
"25500901111288","หลักสูตรบริหารธุรกิจมหาบัณฑิต","Master of Business Administration Program","มหาวิทยาลัยธนบุรี","ปริญญาโท","12"
"25500901104628","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาด","Bachelor of Business Administration Program in Marketing","มหาวิทยาลัยธนบุรี","ปริญญาตรี","80"
"25500901104639","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการ","Bachelor of Business Administration Program in Management","มหาวิทยาลัยธนบุรี","ปริญญาตรี","80"
"25550041105541","หลักสูตรวิทยาศาสตรมหาบัณฑิต  สาขาวิชาการเงิน","Master of Science Program in Finance","มหาวิทยาลัยเชียงใหม่","ปริญญาโท","5"
"25621071100062","หลักสูตรบริหารธุรกิจบัณฑิต  สาขาวิชาการจัดการโลจิสติกส์และโซ่อุปทาน","Bachelor of Business Administration Program in Logistics and Supply Chain Management","มหาวิทยาลัยวงษ์ชวลิตกุล","ปริญญาตรี","30"
"25491071104661","หลักสูตรวิทยาศาสตรบัณฑิต  สาขาวิชาระบบสารสนเทศคอมพิวเตอร์","Bachelor of Science Program in Computer Information Systems","มหาวิทยาลัยวงษ์ชวลิตกุล","ปริญญาตรี","50"
"25621071100062","หลักสูตรบริหารธุรกิจบัณฑิต  สาขาวิชาการจัดการโลจิสติกส์และโซ่อุปทาน","Bachelor of Business Administration Program in Logistics and Supply Chain Management","มหาวิทยาลัยวงษ์ชวลิตกุล","ปริญญาตรี","30"
"25410161100508","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาครุศาสตร์เกษตร","Master of Science Program in Agricultural Education","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","ปริญญาโท","15"
"25490161105648","หลักสูตรครุศาสตร์อุตสาหกรรมบัณฑิต สาขาวิชาครุศาสตร์วิศวกรรม  ( 5 ปี)","Bachelor of Science in Industrial Education Program in Engineering Education","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","ปริญญาตรี","90"
"25510161107362","หลักสูตรครุศาสตรอุตสาหกรรมมหาบัณฑิต สาขาวิชาเทคโนโลยีการออกแบบผลิตภัณฑ์อุตสาหกรรม","Master of  Industrial Education Program in Technology of Industrial Product Design","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","ปริญญาโท","25"
"25490161107011","หลักสูตรครุศาสตรอุตสาหกรรมมหาบัณฑิต สาขาวิชาอิเล็กทรอนิกส์","Master of Science in Industrial Education Program in Electronics","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","ปริญญาโท","25"
"25490161105615","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ","Bachelor of Arts Program in English","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","ปริญญาตรี","80"
"25620028002325","หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาพืชไร่","Doctor of Philosophy Program in Agronomy","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาเอก","3"
"25620026002277","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาพืชไร่","Master of Science Program in Agronomy","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาโท","10"
"25530021100091","หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาโภชนศาสตร์และเทคโนโลยีอาหารสัตว์","Doctor of Philosophy Program in Animal Nutrition and Feed Technology","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาเอก","4"
"25520021100426","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวิทยาการพืชสวน","Master of Science Program in Horticultural Science","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาโท","5"
"25530021103599","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวิทยาการปศุสัตว์","Master of Science Program in Livestock Sciences","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาโท","10"
"25460021100993","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตวศาสตร์","Bachelor of Science Program in Animal Science","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","130"
"25550021101983","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเครื่องจักรกลและเมคคาทรอนิกส์เกษตร","Bachelor of Science Program in Agricultural Machinery and Mechatronics","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","60"
"25520021106906","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการจัดการทางดิน","Master of Science Program in Soil Science and Management Technology","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาโท","2"
"25420021100673","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีชีวภาพทางการเกษตร","Bachelor of Science Program in Agricultural Biotechnology","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","40"
"25550021101972","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรศาสตร์","Bachelor of Science Program in Agriculture","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาตรี","305"
"25570511103609","หลักสูตรวิศวกรรมศาสตรดุษฎีบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้าและคอมพิวเตอร์   (หลักสูตรนานาชาติ)","Doctor of Engineering Program in Electrical and Computer Engineering (International Program)","มหาวิทยาลัยกรุงเทพ","ปริญญาเอก","5"
"25530061101917","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า","Bachelor of Engineering Program in Electrical Engineering","มหาวิทยาลัยมหิดล","ปริญญาตรี","60"
"25360031100431","หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาออกแบบนิเทศศิลป์","Bachelor of  Fine and Applied Arts  Program in Visual  Communication Design","มหาวิทยาลัยขอนแก่น","ปริญญาตรี","40"
"25510151106549","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา","Bachelor of Engineering Program in Civil Engineering","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ","ปริญญาตรี","120"
"25530151100411","หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาวิศวกรรมวัสดุ","Doctor of Philosophy Program in Materials Engineering","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ","ปริญญาเอก","5"
"25481961103228","หลักสูตรครุศาสตร์อุตสาหกรรมบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า (5 ปี)","Bachelor of Science in Technical Education Program in Electrical Engineering","มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา","ปริญญาตรี","120"
"25531961102199","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ","Bachelor of Engineering Program in Industrial Engineering","มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา","ปริญญาตรี","360"
"25551961104947","หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า","Master of Engineering Program in Electrical Engineering","มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา","ปริญญาโท","10"
"25520151106552","หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล","Master of Engineering Program in Mechanical Engineering","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ","ปริญญาโท","20"
"25501071107474","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา","Bachelor of Engineering Program in Civil Engineering","มหาวิทยาลัยวงษ์ชวลิตกุล","ปริญญาตรี","50"
"25511071107374","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า","Bachelor of Engineering Program in Electrical Engineering","มหาวิทยาลัยวงษ์ชวลิตกุล","ปริญญาตรี","25"
"25480041109817","หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมและการบริหารการก่อสร้าง","Master of Engineering Program in Construction Engineering and Management","มหาวิทยาลัยเชียงใหม่","ปริญญาโท","10"
"25620091100231","หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชานวัตกรรมการจัดการศิลปวัฒนธรรม","Bachelor of Arts Program in Arts and Cultural Management Innovation","มหาวิทยาลัยศรีนครินทรวิโรฒ","ปริญญาตรี","60"
"25530091102089","หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาการออกแบบทัศนศิลป์","Bachelor of Fine and Applied Arts Program in Visual Design","มหาวิทยาลัยศรีนครินทรวิโรฒ","ปริญญาตรี","75"
"25480221105025","หลักสูตรดุริยางคศาสตรบัณฑิต สาขาวิชาดุริยางคศาสตร์สากล","Bachelor of Music Program in Western Music","มหาวิทยาลัยทักษิณ","ปริญญาตรี","45"
"25560221102526","หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาศิลปะการออกแบบ","ฺBachelor of Fine and Applied Arts Program in Design","มหาวิทยาลัยทักษิณ","ปริญญาตรี","50"
"25551951100986","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการบริหารธุรกิจระหว่างประเทศ (หลักสูตรภาษาอังกฤษ)","Bachelor of Business Administration Program in International Business Administration (English Program)","มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์","ปริญญาตรี","30"
"25481951102171","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการ","Bachelor of Business Administration Program in Management","มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์","ปริญญาตรี","280"
"25501121104296","หลักสูตรบัญชีบัณฑิต","Bachelor of Accountancy Program","มหาวิทยาลัยอีสเทิร์นเอเชีย","ปริญญาตรี","35"
"25611421100036","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการท่องเที่ยวและบริการ","Bachelor of Business Administration Program in Tourism and Hospitality","มหาวิทยาลัยราชภัฏชัยภูมิ","ปริญญาตรี","30"
"25481991103795","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการเงิน","Bachelor of Business Administration  Program in Finance","มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน","ปริญญาตรี","120"
"25541971104609","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาการเพาะเลี้ยงสัตว์น้ำอย่างยั่งยืน","Master of Science Program in Sustainable Aquaculture","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาโท","5"
"25541971104587","หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาเทคโนโลยีการผลิตพืช","Master of Science Program in Crop Production Technology","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาโท","5"
"25481971103128","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธุรกิจเกษตร","Bachelor of Science Program in Agribusiness","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาตรี","30"
"25481971103106","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีเพาะเลี้ยงสัตว์น้ำ","Bachelor of Science Program in Aquaculture Technology","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาตรี","30"
"25481971103117","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรอัจฉริยะ","Bachelor of Science Program in Smart Agriculture","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาตรี","30"
"25451261100764","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาคอมพิวเตอร์ธุรกิจ","Bachelor of Business Administration Program in Business Computer","วิทยาลัยบัณฑิตเอเชีย","ปริญญาตรี","40"
"25431051100702","หลักสูตรบริหารธุรกิจบัณฑิต","Bachelor of Business Administration Program","มหาวิทยาลัยฟาร์อีสเทอร์น","ปริญญาตรี","200"
"25581261101826","หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจกีฬา","Bachelor of Business Administration Program in Sports Business Management","วิทยาลัยบัณฑิตเอเชีย","ปริญญาตรี","50"
"25381321100177","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ","Bachelor of Engineering Program in Industrial Engineering","สถาบันรัชต์ภาคย์","ปริญญาตรี","30"
"25570181102231","หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม","Master of Engineering Program in Environmental Engineering","มหาวิทยาลัยอุบลราชธานี","ปริญญาโท","2"
"25590191100959","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมวัสดุ","Bachelor of Engineering Program in Meterials Engineering","มหาวิทยาลัยบูรพา","ปริญญาตรี","60"
"25340181100668","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ","Bachelor of Engineering Program in Industrial Engineering","มหาวิทยาลัยอุบลราชธานี","ปริญญาตรี","110"
"25490091111963","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม","Bachelor of Engineering Program in Environmental Engineering","มหาวิทยาลัยศรีนครินทรวิโรฒ","ปริญญาตรี","40"
"25481921104282","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล","Bachelor of Engineering Program in Mechanical Engineering","มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ","ปริญญาตรี","40"
"25510091100579","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์","Bachelor of Engineering Program in Biomedical Engineering","มหาวิทยาลัยศรีนครินทรวิโรฒ","ปริญญาตรี","50"
"25610092200186","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมปิโตรเลียมและก๊าซธรรมชาติ (หลักสูตรนานาชาติ)","Bachelor of Engineering Program in Petroleum and Natural Gas Engineering (International Program)","มหาวิทยาลัยศรีนครินทรวิโรฒ","ปริญญาตรี",""
"25481821102863","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล","Bachelor of  Engineering  Program in Mechanical Engineering","วิทยาลัยเชียงราย","ปริญญาตรี","40"
"25481821102852","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า","Bachelor of  Engineering  Program in Electrical Engineering","วิทยาลัยเชียงราย","ปริญญาตรี","20"
"25430141100352","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกลและพลังงาน","Bachelor of Engineering Program in Mechanical and Energy Engineering","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","ปริญญาตรี","80"
"25540141103831","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล","Bachelor of Engineering Program in Mechanical Engineering","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","ปริญญาตรี","120"
"25620141100023","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมยานยนต์","Bachelor of Engineering Program in Automotive Engineering","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","ปริญญาตรี","40"
"25511971101917","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์","Bachelor of Engineering Program in Computer Engineering","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาตรี","35"
"25561971100462","หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมโยธา","Master of Engineering Program in Civil Engineering","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาโท","3"
"25611971100040","หลักสูตรวิศวกรรมศาสตรบัณฑิต  สาขาวิชาวิศวกรรมเครื่องกลเรือ","Bachelor of Engineering Program in Marine Engineering","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาตรี","30"
"25512601105012","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมยานยนต์","Bachelor of Engineering Program in Automotive Engineering","วิทยาลัยเทคโนโลยีพนมวันท์ ","ปริญญาตรี","30"
"25561951101753","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมวัสดุ","Bachelor of Engineering Program in Materials Engineering","มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์","ปริญญาตรี","30"
"25551971101451","หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีอุตสาหการ (ต่อเนื่อง)","Bachelor of Industrial Technology Program in Industrial Technology (Continuing Program)","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาตรี","30"
"25551971101462","หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีเครื่องกล (ต่อเนื่อง)","Bachelor of Industrial Technology Program in Mechanical Technology (Continuing Program)","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","ปริญญาตรี","30"
"25431621100571","หลักสูตรนิติศาสตรบัณฑิต สาขาวิชานิติศาสตร์","ฺBachelor of Laws Program in Laws","มหาวิทยาลัยราชภัฏเลย","ปริญญาตรี","120"
"25501611100893","หลักสูตรศิลปบัณฑิต สาขาวิชาศิลปะและการออกแบบ","Bachelor of Fine Arts Program in Art and Design","มหาวิทยาลัยราชภัฏลำปาง","ปริญญาตรี","40"
"25530021103612","หลักสูตรวิศวกรรมศาสตรมหาบัณฑิต สาขาวิชาการจัดการวิศวกรรม","Master of Engineering Program in Engineering Management","มหาวิทยาลัยเกษตรศาสตร์","ปริญญาโท","42"
"25652504000171","หลักสูตรพยาบาลศาสตรบัณฑิต","Bachelor of Nursing Science Program","สถาบันการจัดการปัญญาภิวัฒน์","ปริญญาตรี","112"
"25631811100044","หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชาการปกครอง","Bachelor of Political Science Program in Government","มหาวิทยาลัยสยาม","ปริญญาตรี","30"
"25660688000117","หลักสูตรรัฐศาสตรดุษฎีบัณฑิต  สาขาวิชาการเมืองการปกครอง","Doctor of Political Science Program in Politics and Government","มหาวิทยาลัยรังสิต","ปริญญาเอก","2"
"25481711107045","หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีไฟฟ้า","ฺBachelor of Technology Program in Electrical Technology","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
"25541711105422","หลักสูตรเทคโนโลยีบัณฑิต  สาขาวิชาเทคโนโลยีอิเล็กทรอนิกส์","Bachelor of Technology Program in Electronics Technology","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
"25541711105365","หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีโยธา","Bachelor of Technology Program in Civil Technology","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
"25481711107146","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครือข่ายคอมพิวเตอร์","ฺBachelor of Engineering Program in Computer Network Engineering","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
"25481711107078","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีคอมพิวเตอร์","Bachelor of Science Program in Computer Technology","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","80"
"25481711107056","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ","Bachelor of Science Program in Information Technology","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
"25631711100835","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสมาร์ตแอ็ปพลิเคชัน","Bachelor of Science Program in Smart Application","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
"25581711100566","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการจัดการโลจิสติกส์","Bachelor of Science Program in Logistics Management","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","100"
"25541711105422","หลักสูตรเทคโนโลยีบัณฑิต  สาขาวิชาเทคโนโลยีอิเล็กทรอนิกส์","Bachelor of Technology Program in Electronics Technology","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
"25481711107078","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีคอมพิวเตอร์","Bachelor of Science Program in Computer Technology","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","80"
"25481711107146","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครือข่ายคอมพิวเตอร์","ฺBachelor of Engineering Program in Computer Network Engineering","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
"25481711107102","หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีการออกแบบผลิตภัณฑ์","Bachelor of Science Program in Product Design Technology","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
"25481711107045","หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีไฟฟ้า","ฺBachelor of Technology Program in Electrical Technology","มหาวิทยาลัยราชภัฏอุบลราชธานี","ปริญญาตรี","40"
